Element type,Element Label,Size,Unit,Material,Price
accessory,clema plinta,4.0,pieces,clema plinta,2.8
accessory,surub 3.5x16,32,pieces,surub 3.5x16,1.12
accessory,surub blat,4,pieces,surub blat,0.156
accessory,surub,14,pieces,surub,2.4038
accessory,plinta,1.6,pieces,plinta,21.660800000000002
accessory,sipca apa,1.6,pieces,sipca apa,16.1328
pal,C2.jos,0.848,sheet,Alb W962ST2,57.4962
pal,C2.lat,0.42082,sheet,Alb W962ST2,26.83458
pal,C2.lat,0.42082,sheet,Alb W962ST2,26.83458
pal,C2.leg1,0.1562,sheet,Alb W962ST2,19.15268
pal,C2.leg2,0.1562,sheet,Alb W962ST2,19.15268
pfl,C2.pfl,1.289568,sheet,Alb,28
accessory,surub PFL,32,pieces,surub PFL,0.8288
pal,C2.pol,0.79764,sheet,Alb W962ST2,56.51104
accessory,bolt polita,4,pieces,bolt polita,0.1536
accessory,surub PFL,2,pieces,surub PFL,0.0518
pal,C2.pol,0.79764,sheet,Alb W962ST2,56.51104
accessory,bolt polita,4,pieces,bolt polita,0.1536
accessory,surub PFL,2,pieces,surub PFL,0.0518
accessory,picioare,6,pieces,picioare,7.5
accessory,clema plinta,3.0,pieces,clema plinta,2.0999999999999996
accessory,surub 3.5x16,24,pieces,surub 3.5x16,0.8400000000000001
accessory,surub blat,4,pieces,surub blat,0.156
accessory,surub,14,pieces,surub,2.4038
accessory,plinta,0.9,pieces,plinta,12.1842
accessory,sipca apa,0.9,pieces,sipca apa,9.0747
pal,C1.jos,0.477,sheet,Alb W962ST2,33.9972
pal,C1.lat,0.42082,sheet,Alb W962ST2,26.83458
pal,C1.lat,0.42082,sheet,Alb W962ST2,26.83458
pal,C1.leg1,0.0862,sheet,Alb W962ST2,10.154679999999999
pal,C1.leg2,0.0862,sheet,Alb W962ST2,10.154679999999999
accessory,surub PFL,22,pieces,surub PFL,0.5698
pal,C1.leg,0.0864,sheet,Alb W962ST2,7.084479999999999
pal,C1.front1,0.361176,sheet,Alb W962ST2,38.4736
pal,C1.front1,0.361176,sheet,Alb W962ST2,38.4736
blat,blat1,0.25,m,Stejar Halifax 600,173
blat,blat2,1.875,m,Stejar Halifax 600,1301
accessory,decupare blat,1,pieces,decupare blat,100.0
blat,blat3,1.8,m,Stejar Halifax 600,1041
